Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test level),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Text Steps),Custom field (Text Steps),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
CSF41 - Verify Number of Transaction – Character are not allowed,BK02-28,10137,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,08/Dec/22 7:48 PM,17/Dec/22 3:07 PM,03/Jan/23 4:59 PM,14/Dec/22 5:30 PM,,0,CustomizedStatementForm,Character are not allowed,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,14/Dec/22 5:30 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20221214-103042.png;https://dolongvu.atlassian.net/secure/attachment/10092/image-20221214-103042.png,,,,,,,,,,,,,,,BK02-4,,,,"Message show: ""Character are not allowed""",,,,,0|i000q7:2,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"1.Enter a space character
2.Wait notification",,,Done
CSF40 - Verify Number of Transaction  - Number of Transaction must not be blank,BK02-27,10136,Bug,In Progress,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,08/Dec/22 7:46 PM,17/Dec/22 3:07 PM,03/Jan/23 4:59 PM,,,0,CustomizedStatementForm,Number of Transaction must not be blank,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BK02-4,,,,"Message show:""Number of Transaction must not be blank""",,,,,0|i000q7:1r,,BK02 Sprint 1,,,,,,,,,Unit,,Fail,,"1.Empty number of Transaction
2.Wait notification",,,In Progress
CSF39 - Verify Number of Transaction – Special character are not allowed,BK02-26,10135,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,08/Dec/22 7:45 PM,17/Dec/22 3:06 PM,03/Jan/23 4:59 PM,14/Dec/22 5:29 PM,,0,CustomizedStatementForm,Special character are not allowed,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,09/Dec/22 6:28 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20221209-112821.png;https://dolongvu.atlassian.net/secure/attachment/10058/image-20221209-112821.png,14/Dec/22 5:29 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20221214-102924.png;https://dolongvu.atlassian.net/secure/attachment/10091/image-20221214-102924.png,,,,,,,,,,,,,,BK02-4,,,,"Message show:""Special characters are not allowed""",,,,,0|i000q7:1i,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"1.Enter special characters
2.Wait notification",,,Done
CSF38 - Verify Amount Lower Limit – Characters are not allowed,BK02-25,10134,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,08/Dec/22 7:44 PM,17/Dec/22 3:06 PM,03/Jan/23 4:59 PM,14/Dec/22 5:27 PM,,0,CustomizedStatementForm,Characters are not allowed,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,14/Dec/22 5:27 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20221214-102711.png;https://dolongvu.atlassian.net/secure/attachment/10090/image-20221214-102711.png,,,,,,,,,,,,,,,BK02-4,,,,"Message show:""Space characters are not allowed""",,,,,0|i000q7:1,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"1.Enter a space character
2.Wait notification",,,Done
CSF37 - Verify Amount Lower Limit – Amount Lower Limit is required,BK02-15,10133,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,Huy Nguyễn,62a13a06352bf40068d0e81c,08/Dec/22 7:43 PM,17/Dec/22 3:06 PM,03/Jan/23 4:59 PM,14/Dec/22 5:27 PM,,0,CustomizedStatementForm,Amount Lower Limit is required,,Huy Nguyễn,62a13a06352bf40068d0e81c,,,,,,,,,,,,,,,,,,,,,,,,09/Dec/22 6:21 PM;ug:099fbc65-ba7a-4c70-ae8d-25ee19cbe082;image-20221209-112158.png;https://dolongvu.atlassian.net/secure/attachment/10057/image-20221209-112158.png,,,,,,,,,,,,,,,BK02-4,,,,"Message show:""Amount exceeds the allowable limit""",,,,,0|i000hj:k,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"1.Enter the amount
2.Wait notification",,,Done
NC29 - Verify Email - First character can not have space,BK02-108,10132,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 10:53 PM,14/Dec/22 1:12 PM,03/Jan/23 4:59 PM,14/Dec/22 1:12 PM,,0,NewCustomer,h1. Email - First character can not have space,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 10:54 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-155439.png;https://dolongvu.atlassian.net/secure/attachment/10047/image-20221207-155439.png,14/Dec/22 1:11 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221214-061139.png;https://dolongvu.atlassian.net/secure/attachment/10087/image-20221214-061139.png,,,,notification message “First character can not have space”,,,,,,,,,,BK02-6,,,,Message must show “First character can not have space”,,,,,0|hzzzzy:zzzr9,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: let the first character be a space

Step 2:Wait notification",,,Done
NC28 - Verify Email - Email ID is not valid,BK02-109,10131,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 10:50 PM,09/Dec/22 11:30 PM,03/Jan/23 4:59 PM,09/Dec/22 11:12 PM,,0,NewCustomer,Email ID is not valid,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 10:52 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-155214.png;https://dolongvu.atlassian.net/secure/attachment/10046/image-20221207-155214.png,,,,,notification message “Email ID is not valid”,,,,,,,,,,BK02-6,,,,Message must show “Email ID is not valid”,,,,,0|hzzzzy:zzzr,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter Email ID is not valid to Email

Step 2: Wait notification",,,Done
NC27 - Verify Email - Email ID must not be blank,BK02-111,10130,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 10:49 PM,03/Jan/23 2:30 PM,03/Jan/23 4:59 PM,09/Dec/22 11:14 PM,,0,NewCustomer,Email ID must not be blank,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notification message “Email no must not be blank”,,,,,,,,,,BK02-6,,,,Message must show “Email no must not be blank”,,,,,0|hzzzzy:zzzi,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Leave the Email field blank

Step 2: Wait notification",,,Done
NC26 - Verify Telephone Number – First character can not have space,BK02-112,10129,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 10:43 PM,14/Dec/22 1:11 PM,03/Jan/23 4:59 PM,14/Dec/22 1:11 PM,,0,NewCustomer,First character can not have space,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 10:44 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-154456.png;https://dolongvu.atlassian.net/secure/attachment/10044/image-20221207-154456.png,13/Dec/22 4:44 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221213-094435.png;https://dolongvu.atlassian.net/secure/attachment/10086/image-20221213-094435.png,,,,notification message “First character can not have space”,,,,,,,,,,BK02-6,,,,Message must show “First character can not have space”,,,,,0|hzzzzy:zzz,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: let the first character be a space

Step 2:Wait notification",,,Done
NC25 - Verify Telephone Number – Character are not allowed,BK02-113,10128,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 10:41 PM,09/Dec/22 11:30 PM,03/Jan/23 4:59 PM,09/Dec/22 11:14 PM,,0,NewCustomer,Character are not allowed,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 10:43 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-154319.png;https://dolongvu.atlassian.net/secure/attachment/10043/image-20221207-154319.png,,,,,notification message “Characters are not allowed”,,,,,,,,,,BK02-6,,,,Message must show “Characters are not allowed”,,,,,0|hzzzzy:zzy,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter characters to telephone number

Step 2: Wait notification",,,Done
NC24 - Verify Telephone Number – Special character are not allowed,BK02-132,10127,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 10:24 PM,09/Dec/22 11:32 PM,03/Jan/23 4:59 PM,09/Dec/22 11:16 PM,,0,NewCustomer,Special character are not allowed,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 10:25 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-152552.png;https://dolongvu.atlassian.net/secure/attachment/10042/image-20221207-152552.png,,,,,notification message “ Special character are not allowed”,,,,,,,,,,BK02-6,,,,Message must show “ Special character are not allowed”,,,,,0|hzzzzy:zzx,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter Special characters to Telephone Number

Step 2: Wait notification",,,Done
NC23 - Verify Telephone Number – Mobile no must not be blank,BK02-131,10126,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 10:19 PM,09/Dec/22 11:32 PM,03/Jan/23 4:59 PM,09/Dec/22 11:17 PM,,0,NewCustomer,Mobile no must not be blank,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 10:19 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-151902.png;https://dolongvu.atlassian.net/secure/attachment/10041/image-20221207-151902.png,,,,,notification message “Telephone number no must not be blank”,,,,,,,,,,BK02-6,,,,Message must show “Telephone number no must not be blank”,,,,,0|hzzzzy:zzv,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Leave the Telephone Number field blank

Step 2: Wait notification",,,Done
NC22 - Verify Pin - First character cannot have space,BK02-130,10125,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 10:06 PM,13/Dec/22 4:30 PM,03/Jan/23 4:59 PM,13/Dec/22 4:30 PM,,0,NewCustomer,Special characters are not allowed,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 10:08 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-150847.png;https://dolongvu.atlassian.net/secure/attachment/10040/image-20221207-150847.png,13/Dec/22 4:29 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221213-092902.png;https://dolongvu.atlassian.net/secure/attachment/10084/image-20221213-092902.png,,,,notification message “First character can not have space”,,,,,,,,,,BK02-6,,,,Message must show “ First character cannot have space”,,,,,0|hzzzzy:zzr,,BK02 Sprint 1,,,,,,,,,Unit,,Fail,,"Step 1: let the first character be a space

Step 2:Wait notification",,,Done
NC21 - Verify Pin - PIN Code must have 6 Digits,BK02-110,10124,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 10:00 PM,09/Dec/22 11:32 PM,03/Jan/23 4:59 PM,09/Dec/22 11:20 PM,,0,NewCustomer,PIN Code must have 6 Digits,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 10:01 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-150119.png;https://dolongvu.atlassian.net/secure/attachment/10039/image-20221207-150119.png,,,,,notification message “PIN Code must have 6 Digits”,,,,,,,,,,BK02-6,,,,Message must show “PIN Code must have 6 Digits”,,,,,0|hzzzzy:zzi,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter 4 number to PIN

Step 2: Wait notification",,,Done
NC20 - Verify Pin - Special characters are not allowed,BK02-102,10123,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 9:55 PM,09/Dec/22 11:31 PM,03/Jan/23 4:59 PM,09/Dec/22 11:24 PM,,0,NewCustomer,Special characters are not allowed,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 10:01 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-150112.png;https://dolongvu.atlassian.net/secure/attachment/10038/image-20221207-150112.png,,,,,notification message “ Special character are not allowed”,,,,,,,,,,BK02-6,,,,Message must show “ Special character are not allowed”,,,,,0|hzzzzy:zzhzzi,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter Special characters to PIN

Step 2: Wait notification",,,Done
NC19 - Verify Pin - PIN Code must not be blank,BK02-101,10122,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 9:48 PM,09/Dec/22 11:32 PM,03/Jan/23 4:59 PM,09/Dec/22 11:22 PM,,0,NewCustomer,Characters are not allowed,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 9:54 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-145357.png;https://dolongvu.atlassian.net/secure/attachment/10035/image-20221207-145357.png,,,,,notification message “PIN no must not be blank”,,,,,,,,,,BK02-6,,,,Message must show “PIN no must not be blank”,,,,,0|hzzzzy:zzhzzr,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Leave the PIN field blank

Step 2: Wait notification",,,Done
NC18 - Verify Pin - Characters are not allowed,BK02-100,10121,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 9:45 PM,09/Dec/22 11:32 PM,03/Jan/23 4:59 PM,09/Dec/22 11:25 PM,,0,NewCustomer,Characters are not allowed,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 9:45 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-144530.png;https://dolongvu.atlassian.net/secure/attachment/10034/image-20221207-144530.png,,,,,notification message “Characters are not allowed”,,,,,,,,,,BK02-6,,,,Message must show ”Characters are not allowed”,,,,,0|hzzzzy:zzhzz,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter characters to PIN

Step 2: Wait notification",,,Done
NC17.1 - Verify State – First character cannot have space,BK02-54,10120,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 9:03 PM,13/Dec/22 4:29 PM,03/Jan/23 4:59 PM,13/Dec/22 4:28 PM,,0,NewCustomer,First character cannot have space,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 9:28 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-142801.png;https://dolongvu.atlassian.net/secure/attachment/10033/image-20221207-142801.png,13/Dec/22 4:28 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221213-092803.png;https://dolongvu.atlassian.net/secure/attachment/10083/image-20221213-092803.png,,,,notification message “ First character cannot have space”,,,,,,,,,,BK02-6,,,,Message must show “ First character cannot have space”,,,,,0|hzzzzy:zzhzyi,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Leave the State field blank

Step 2: Wait notification",,,Done
NC17 - Verify State – Special characters are not allowed,BK02-98,10119,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 8:45 PM,09/Dec/22 11:32 PM,03/Jan/23 4:59 PM,09/Dec/22 11:27 PM,,0,NewCustomer,Special characters are not allowed,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 8:56 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-135653.png;https://dolongvu.atlassian.net/secure/attachment/10032/image-20221207-135653.png,,,,,notification message “ Special character are not allowed”,,,,,,,,,,BK02-6,,,,Message must show “Special characters are not allowed”,,,,,0|hzzzzy:zzhzy,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter Special characters to State

Step 2: Wait notification",,,Done
NC16 - Verify State – State must not be blank,BK02-97,10118,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 8:28 PM,09/Dec/22 11:33 PM,03/Jan/23 4:59 PM,09/Dec/22 11:28 PM,,0,NewCustomer,State must not be blank,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 8:31 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-133121.png;https://dolongvu.atlassian.net/secure/attachment/10029/image-20221207-133121.png,,,,,notification message “ Special character are not allowed”,,,,,,,,,,BK02-6,,,,Message must show “ Special character are not allowed”,,,,,0|hzzzzy:zzhzx,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter Special characters to State

Step 2: Wait notification",,,Done
NC15 - Verify State – Numbers are not allowed,BK02-96,10117,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 8:27 PM,09/Dec/22 11:31 PM,03/Jan/23 4:59 PM,09/Dec/22 11:28 PM,,0,NewCustomer,Numbers are not allowed,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 8:26 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-132652.png;https://dolongvu.atlassian.net/secure/attachment/10028/image-20221207-132652.png,,,,,notification message “Numbers are not allowed,,,,,,,,,,BK02-6,,,,Message must show Numbers are not allowed”,,,,,0|hzzzzy:zzhzv,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Enter number to State

Step 2: Wait notification",,,Done
NC14 - Verify City - First character can not have space,BK02-93,10116,Bug,Resolved,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 8:05 PM,13/Dec/22 4:27 PM,03/Jan/23 4:59 PM,13/Dec/22 4:27 PM,,0,NewCustomer,City Field must not be blank,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 8:05 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-130548.png;https://dolongvu.atlassian.net/secure/attachment/10027/image-20221207-130548.png,13/Dec/22 4:26 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221213-092622.png;https://dolongvu.atlassian.net/secure/attachment/10082/image-20221213-092622.png,,,,notification message “First character can not have space”,,,,,,,,,,BK02-6,,,,Message must show “First character can not have space”,,,,,0|hzzzzy:zzhzr,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Leave the City field blank

Step 2: Wait notification",,,Done
NC13 - Verify City - Numbers are not allowed,BK02-92,10115,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 7:51 PM,09/Dec/22 11:32 PM,03/Jan/23 4:59 PM,09/Dec/22 11:04 PM,,0,NewCustomer,City Field must not be blank,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 7:52 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-125256.png;https://dolongvu.atlassian.net/secure/attachment/10026/image-20221207-125256.png,,,,,notification message “Numbers are not allowed”,,,,,,,,,,BK02-6,,,,Message must show “Numbers are not allowed”,,,,,0|hzzzzy:zzhzi,,BK02 Sprint 1,,,,,,,,,Unit,,,,"Step 1: Enter number to City

Step 2: Wait notification",,,Done
NC12 - Verify City - City Field must not be blank,BK02-91,10114,Story,Done,BK02,Banking02,software,Đỗ Vũ,62a15e599b728c006a94a6ee,,,Medium,Done,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,Tâm Hà,638ee5aaf48fbd9b62d97a6f,07/Dec/22 7:10 PM,09/Dec/22 11:31 PM,03/Jan/23 4:59 PM,09/Dec/22 11:02 PM,,0,NewCustomer,City Field must not be blank,,Tâm Hà,638ee5aaf48fbd9b62d97a6f,,,,,,,,,,,,,,,,,,,,,,,,07/Dec/22 7:10 PM;ug:07cad6c8-2c57-4458-ad20-c2b500a7bfab;image-20221207-121052.png;https://dolongvu.atlassian.net/secure/attachment/10025/image-20221207-121052.png,,,,,notification message ”City no must not be blank”,,,,,,,,,,BK02-6,,,,Message must show ”City no must not be blank”,,,,,0|hzzzzy:zzhz,,BK02 Sprint 1,,,,,,,,,Unit,,Pass,,"Step 1: Leave the City field blank

Step 2: Wait notification",,,Done
